InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541404,STK924,Item STK924,34,2024-11-14 09:03:53.763862,96.6,11380,France
542906,STK424,Item STK424,10,2024-11-14 09:06:23.763862,68.19,11989,Germany
543027,STK292,Item STK292,22,2024-11-14 09:08:12.763862,23.72,10819,United Kingdom
544281,STK907,Item STK907,14,2024-11-14 09:10:11.763862,47.03,10149,USA
549385,STK986,Item STK986,2,2024-11-14 09:22:01.763862,44.77,11176,Spain
542482,STK360,Item STK360,44,2024-11-14 09:33:12.763862,63.34,11400,India
540538,STK454,Item STK454,20,2024-11-14 09:57:41.763862,96.14,11680,United Kingdom
543183,STK532,Item STK532,24,2024-11-14 10:13:55.763862,44.74,10746,France
545477,STK867,Item STK867,48,2024-11-14 10:17:22.763862,38.32,11944,Canada
550974,STK400,Item STK400,1,2024-11-14 10:18:08.763862,78.6,11680,United Kingdom
550217,STK624,Item STK624,6,2024-11-14 10:23:09.763862,88.57,10806,India
544376,STK679,Item STK679,3,2024-11-14 11:11:32.763862,77.16,10760,Italy
551209,STK820,Item STK820,16,2024-11-14 11:21:49.763862,65.13,11105,Italy
536937,STK171,Item STK171,1,2024-11-14 11:22:34.763862,81.27,10509,France
546726,STK445,Item STK445,19,2024-11-14 11:33:06.763862,42.35,11297,Canada
550263,STK661,Item STK661,15,2024-11-14 11:37:18.763862,8.54,11399,USA
C550125,STK197,Item STK197,-24,2024-11-14 11:48:30.763862,26.45,10692,Spain
544875,STK416,Item STK416,47,2024-11-14 11:48:39.763862,81.38,10531,Italy
548436,STK682,Item STK682,47,2024-11-14 12:05:54.763862,75.0,10331,Spain
537361,STK147,Item STK147,33,2024-11-14 12:20:49.763862,80.87,11197,India
543583,STK725,Item STK725,3,2024-11-14 12:21:29.763862,58.73,11563,India
C539448,STK820,Item STK820,-8,2024-11-14 12:21:34.763862,48.53,11752,United Kingdom
548681,STK499,Item STK499,43,2024-11-14 12:21:41.763862,89.55,10892,Italy
538003,STK491,Item STK491,49,2024-11-14 12:24:32.763862,73.69,10718,India
547007,STK115,Item STK115,49,2024-11-14 12:26:54.763862,53.49,10323,Canada
544072,STK881,Item STK881,9,2024-11-14 12:55:01.763862,70.94,10450,United Kingdom
548264,STK419,Item STK419,38,2024-11-14 12:57:38.763862,93.88,11570,Germany
543133,STK332,Item STK332,34,2024-11-14 13:15:52.763862,96.95,11914,Germany
544559,STK115,Item STK115,35,2024-11-14 13:20:21.763862,76.86,11694,United Kingdom
542676,STK482,Item STK482,18,2024-11-14 13:41:13.763862,64.32,10767,India
547364,STK718,Item STK718,16,2024-11-14 14:07:09.763862,70.32,11301,Italy
543945,STK431,Item STK431,7,2024-11-14 14:11:09.763862,63.4,10658,France
551025,STK522,Item STK522,20,2024-11-14 14:20:40.763862,54.58,10639,Canada
546258,STK469,Item STK469,31,2024-11-14 14:25:56.763862,21.77,11262,Italy
C542254,STK218,Item STK218,-16,2024-11-14 14:37:45.763862,5.87,11540,Germany
538547,STK690,Item STK690,43,2024-11-14 14:40:40.763862,15.99,10600,USA
536576,STK772,Item STK772,18,2024-11-14 14:54:04.763862,14.73,10130,France
549344,STK154,Item STK154,25,2024-11-14 14:54:45.763862,66.26,11232,Canada
543160,STK461,Item STK461,27,2024-11-14 14:56:36.763862,37.44,10829,Italy
536719,STK532,Item STK532,41,2024-11-14 15:03:07.763862,18.23,10301,Italy
544321,STK579,Item STK579,46,2024-11-14 15:17:37.763862,66.22,11211,Italy
541065,STK879,Item STK879,20,2024-11-14 15:17:45.763862,1.31,10363,Canada
C542381,STK688,Item STK688,-5,2024-11-14 15:36:52.763862,24.92,11692,France
536737,STK754,Item STK754,25,2024-11-14 15:36:59.763862,21.81,10725,India
538843,STK153,Item STK153,15,2024-11-14 15:47:58.763862,38.96,10220,United Kingdom
539673,STK256,Item STK256,12,2024-11-14 15:49:32.763862,24.29,11596,France
540367,STK994,Item STK994,35,2024-11-14 16:09:32.763862,12.8,11511,Germany
545828,STK979,Item STK979,22,2024-11-14 16:39:56.763862,7.98,11373,India
543486,STK931,Item STK931,32,2024-11-14 16:47:09.763862,28.79,10848,Germany
537275,STK727,Item STK727,4,2024-11-14 17:10:53.763862,9.66,11405,India
541061,STK649,Item STK649,42,2024-11-14 17:14:11.763862,22.66,11384,France
C541791,STK595,Item STK595,-38,2024-11-14 17:22:10.763862,56.75,11349,Canada
540976,STK803,Item STK803,31,2024-11-14 17:23:16.763862,27.99,10526,India
544540,STK773,Item STK773,25,2024-11-14 17:33:54.763862,21.8,10765,Spain
536713,STK371,Item STK371,21,2024-11-14 17:46:50.763862,64.63,10531,Canada
C542301,STK250,Item STK250,-1,2024-11-14 18:08:34.763862,89.22,10892,Canada
536534,STK386,Item STK386,30,2024-11-14 18:08:40.763862,6.07,11549,India
540204,STK823,Item STK823,13,2024-11-14 18:16:02.763862,11.19,11155,France
C550686,STK725,Item STK725,-5,2024-11-14 18:16:50.763862,68.84,10407,France
547747,STK510,Item STK510,29,2024-11-14 18:24:12.763862,10.52,11610,Canada
543618,STK550,Item STK550,30,2024-11-14 18:28:25.763862,82.09,11269,Canada
543242,STK614,Item STK614,35,2024-11-14 18:47:15.763862,91.91,10876,Spain
546825,STK478,Item STK478,36,2024-11-14 19:07:40.763862,48.14,10925,Spain
542258,STK727,Item STK727,15,2024-11-14 19:10:27.763862,79.63,10656,France
539821,STK775,Item STK775,21,2024-11-14 19:19:42.763862,33.28,11518,United Kingdom
539281,STK709,Item STK709,31,2024-11-14 19:20:53.763862,53.18,10197,Italy
544128,STK176,Item STK176,46,2024-11-14 19:27:47.763862,71.33,10141,USA
547292,STK103,Item STK103,47,2024-11-14 19:32:17.763862,35.22,10579,United Kingdom
C543200,STK490,Item STK490,-19,2024-11-14 19:36:46.763862,40.26,11571,India
546083,STK524,Item STK524,29,2024-11-14 19:46:16.763862,20.71,10224,India
C550236,STK203,Item STK203,-14,2024-11-14 19:51:19.763862,12.02,10861,USA
539171,STK292,Item STK292,2,2024-11-14 19:55:38.763862,63.54,11476,Italy
548723,STK540,Item STK540,35,2024-11-14 20:10:26.763862,21.68,10775,United Kingdom
550061,STK753,Item STK753,43,2024-11-14 20:53:57.763862,71.83,10539,Canada
546308,STK554,Item STK554,30,2024-11-14 21:09:14.763862,61.08,10678,Canada
537984,STK569,Item STK569,28,2024-11-14 21:13:10.763862,17.86,10875,Spain
C549818,STK259,Item STK259,-18,2024-11-14 21:25:10.763862,96.98,11190,Italy
549497,STK572,Item STK572,26,2024-11-14 21:25:45.763862,92.67,10196,India
543571,STK380,Item STK380,33,2024-11-14 21:27:57.763862,11.53,10302,Spain
536668,STK638,Item STK638,39,2024-11-14 21:33:16.763862,35.37,10759,United Kingdom
541690,STK286,Item STK286,22,2024-11-14 22:01:50.763862,84.42,11744,Canada
539404,STK262,Item STK262,47,2024-11-14 22:14:03.763862,55.81,11760,Italy
538172,STK351,Item STK351,17,2024-11-14 22:18:03.763862,90.29,10214,France
C537017,STK969,Item STK969,-30,2024-11-14 22:32:55.763862,82.63,10686,United Kingdom
539457,STK913,Item STK913,27,2024-11-14 22:37:18.763862,91.36,11617,Canada
537903,STK828,Item STK828,47,2024-11-14 22:41:09.763862,78.62,10911,India
542451,STK911,Item STK911,7,2024-11-14 22:41:23.763862,74.94,11873,Germany
536447,STK294,Item STK294,2,2024-11-14 22:47:39.763862,43.53,10008,Canada
548415,STK900,Item STK900,30,2024-11-14 23:02:56.763862,1.78,10394,Spain
537835,STK201,Item STK201,20,2024-11-14 23:10:13.763862,36.16,10273,India
549420,STK981,Item STK981,49,2024-11-14 23:19:28.763862,13.93,10919,Germany
547083,STK378,Item STK378,48,2024-11-14 23:30:33.763862,19.98,11198,Italy
C542097,STK835,Item STK835,-1,2024-11-14 23:32:34.763862,10.27,10068,USA
538729,STK362,Item STK362,16,2024-11-14 23:36:22.763862,67.76,10616,USA
547954,STK185,Item STK185,25,2024-11-15 00:00:16.763862,62.99,10995,India
550311,STK263,Item STK263,9,2024-11-15 00:06:08.763862,40.95,11946,Italy
542097,STK465,Item STK465,5,2024-11-15 00:14:59.763862,6.18,10486,USA
C540553,STK638,Item STK638,-24,2024-11-15 00:15:23.763862,65.54,11276,France
C540830,STK252,Item STK252,-11,2024-11-15 00:20:20.763862,78.33,10227,Canada
544834,STK366,Item STK366,33,2024-11-15 00:27:48.763862,46.87,10638,Spain
549243,STK755,Item STK755,3,2024-11-15 00:48:18.763862,68.33,11358,United Kingdom
548824,STK283,Item STK283,7,2024-11-15 00:51:31.763862,79.99,11542,India
545875,STK487,Item STK487,41,2024-11-15 00:52:00.763862,39.12,11391,Canada
537277,STK513,Item STK513,8,2024-11-15 01:13:11.763862,63.37,11415,India
547648,STK869,Item STK869,18,2024-11-15 01:15:40.763862,24.26,11488,France
541877,STK127,Item STK127,26,2024-11-15 01:19:39.763862,16.35,11820,United Kingdom
544615,STK371,Item STK371,18,2024-11-15 01:52:27.763862,59.77,11097,India
536981,STK286,Item STK286,48,2024-11-15 01:59:16.763862,46.0,10993,USA
551279,STK706,Item STK706,39,2024-11-15 02:01:10.763862,19.93,10811,USA
538627,STK309,Item STK309,45,2024-11-15 02:21:17.763862,42.34,11573,France
546140,STK579,Item STK579,33,2024-11-15 02:25:55.763862,84.13,11424,Germany
538181,STK803,Item STK803,33,2024-11-15 02:31:36.763862,70.13,10484,Spain
547588,STK680,Item STK680,37,2024-11-15 02:35:45.763862,65.75,10748,Spain
536419,STK766,Item STK766,10,2024-11-15 02:45:06.763862,77.95,10355,USA
541025,STK481,Item STK481,31,2024-11-15 02:56:52.763862,73.74,11922,France
543591,STK812,Item STK812,18,2024-11-15 03:01:54.763862,5.51,10963,USA
544555,STK769,Item STK769,30,2024-11-15 03:03:01.763862,61.52,11028,Italy
538941,STK962,Item STK962,45,2024-11-15 03:08:28.763862,57.11,11044,France
540911,STK846,Item STK846,41,2024-11-15 03:25:12.763862,30.21,11489,India
547255,STK903,Item STK903,23,2024-11-15 03:34:31.763862,40.1,11295,United Kingdom
537956,STK261,Item STK261,43,2024-11-15 03:57:18.763862,43.88,11427,France
550018,STK797,Item STK797,30,2024-11-15 04:21:49.763862,25.8,10690,France
547849,STK107,Item STK107,38,2024-11-15 04:25:41.763862,6.91,11542,USA
541814,STK394,Item STK394,4,2024-11-15 04:36:17.763862,87.03,10382,Germany
540872,STK348,Item STK348,43,2024-11-15 04:58:48.763862,38.37,11719,Germany
546180,STK475,Item STK475,39,2024-11-15 05:30:50.763862,62.97,11920,France
541595,STK940,Item STK940,16,2024-11-15 05:47:18.763862,67.38,11840,United Kingdom
549832,STK406,Item STK406,27,2024-11-15 05:49:31.763862,23.64,11757,USA
546376,STK336,Item STK336,49,2024-11-15 05:55:34.763862,12.35,10633,United Kingdom
540017,STK279,Item STK279,42,2024-11-15 06:04:00.763862,9.44,11655,United Kingdom
550763,STK492,Item STK492,15,2024-11-15 06:08:06.763862,1.05,10035,Spain
544337,STK373,Item STK373,2,2024-11-15 06:12:31.763862,65.83,10977,France
537533,STK188,Item STK188,46,2024-11-15 06:16:20.763862,39.58,11959,Canada
546425,STK933,Item STK933,22,2024-11-15 06:27:24.763862,84.91,11621,Italy
546932,STK969,Item STK969,1,2024-11-15 06:31:03.763862,1.86,11748,USA
546110,STK435,Item STK435,28,2024-11-15 06:39:01.763862,38.95,10417,United Kingdom
537123,STK151,Item STK151,49,2024-11-15 07:04:51.763862,60.26,11167,France
538538,STK684,Item STK684,20,2024-11-15 07:08:13.763862,93.51,11932,USA
547642,STK821,Item STK821,8,2024-11-15 07:14:06.763862,99.32,11992,Italy
537674,STK862,Item STK862,22,2024-11-15 07:19:36.763862,60.66,11516,Germany
548335,STK306,Item STK306,49,2024-11-15 07:23:38.763862,24.24,10549,Germany
C537293,STK175,Item STK175,-11,2024-11-15 07:26:07.763862,96.68,11362,Italy
543690,STK337,Item STK337,39,2024-11-15 07:28:59.763862,99.52,11132,France
543853,STK873,Item STK873,26,2024-11-15 07:32:58.763862,5.84,11967,United Kingdom
540677,STK986,Item STK986,5,2024-11-15 07:39:32.763862,2.81,10207,Italy
539810,STK144,Item STK144,23,2024-11-15 07:54:47.763862,95.36,10943,Canada
541780,STK651,Item STK651,41,2024-11-15 07:58:09.763862,45.99,10095,Italy
543992,STK164,Item STK164,49,2024-11-15 08:01:35.763862,62.33,10121,Italy
539042,STK524,Item STK524,46,2024-11-15 08:06:34.763862,94.15,11412,Italy
539121,STK494,Item STK494,5,2024-11-15 08:06:47.763862,15.32,10501,France
538071,STK646,Item STK646,35,2024-11-15 08:18:15.763862,55.32,10032,Spain
537538,STK146,Item STK146,13,2024-11-15 08:52:41.763862,1.37,10769,Germany
550190,STK151,Item STK151,40,2024-11-15 09:06:49.763862,10.4,10551,France
539033,STK643,Item STK643,43,2024-11-15 09:15:52.763862,38.69,10416,France
545290,STK778,Item STK778,25,2024-11-15 09:24:13.763862,3.21,10420,Spain
540983,STK175,Item STK175,28,2024-11-15 09:25:14.763862,41.14,10841,Germany
537590,STK888,Item STK888,17,2024-11-15 09:34:14.763862,21.04,10594,Germany
537842,STK689,Item STK689,22,2024-11-15 09:50:47.763862,56.36,11882,France
541175,STK434,Item STK434,8,2024-11-15 09:57:24.763862,17.58,11871,United Kingdom
542291,STK952,Item STK952,20,2024-11-15 10:07:12.763862,46.23,10505,France
544454,STK378,Item STK378,17,2024-11-15 10:12:35.763862,76.5,11351,Spain
542673,STK265,Item STK265,30,2024-11-15 10:54:32.763862,99.62,10927,United Kingdom
541259,STK804,Item STK804,22,2024-11-15 11:07:10.763862,88.43,11400,Germany
550470,STK845,Item STK845,15,2024-11-15 11:24:52.763862,43.12,10771,India
539416,STK695,Item STK695,30,2024-11-15 11:39:15.763862,52.51,10197,France
538348,STK270,Item STK270,35,2024-11-15 11:42:34.763862,99.37,11283,United Kingdom
545334,STK903,Item STK903,5,2024-11-15 11:46:02.763862,60.72,10577,Canada
C544985,STK771,Item STK771,-28,2024-11-15 11:50:50.763862,55.62,10537,United Kingdom
547554,STK879,Item STK879,23,2024-11-15 11:51:15.763862,66.43,10747,Italy
541098,STK489,Item STK489,36,2024-11-15 11:55:44.763862,9.47,10573,India
C541620,STK841,Item STK841,-3,2024-11-15 11:56:38.763862,73.44,10595,Canada
549304,STK164,Item STK164,15,2024-11-15 12:16:01.763862,37.83,11469,Germany
543071,STK435,Item STK435,7,2024-11-15 12:22:05.763862,20.22,11487,United Kingdom
536676,STK245,Item STK245,8,2024-11-15 12:37:18.763862,44.33,10202,USA
C538159,STK952,Item STK952,-2,2024-11-15 12:52:53.763862,44.88,11290,Germany
538477,STK254,Item STK254,30,2024-11-15 12:56:36.763862,28.78,10245,United Kingdom
542647,STK745,Item STK745,12,2024-11-15 13:03:56.763862,11.97,11622,United Kingdom
543295,STK591,Item STK591,44,2024-11-15 13:10:12.763862,8.53,10288,Germany
C550132,STK424,Item STK424,-1,2024-11-15 13:10:56.763862,38.2,10727,USA
548439,STK169,Item STK169,1,2024-11-15 13:27:29.763862,60.15,11862,Spain
541194,STK917,Item STK917,28,2024-11-15 13:42:23.763862,10.39,10415,India
548174,STK280,Item STK280,37,2024-11-15 13:46:50.763862,68.35,11101,India
551156,STK251,Item STK251,27,2024-11-15 13:46:55.763862,18.28,10508,India
538708,STK461,Item STK461,6,2024-11-15 14:00:55.763862,25.56,11120,Spain
540140,STK614,Item STK614,22,2024-11-15 14:03:45.763862,91.86,10714,Canada
C550763,STK223,Item STK223,-25,2024-11-15 14:07:24.763862,30.42,10639,Germany
545720,STK633,Item STK633,42,2024-11-15 14:23:09.763862,1.02,10504,Italy
540127,STK620,Item STK620,10,2024-11-15 14:29:21.763862,74.1,11424,Germany
544077,STK906,Item STK906,26,2024-11-15 14:52:31.763862,44.17,11850,Germany
C538522,STK218,Item STK218,-3,2024-11-15 14:53:29.763862,60.16,11676,France
C536974,STK442,Item STK442,-13,2024-11-15 15:08:18.763862,84.97,10775,Germany
549279,STK232,Item STK232,4,2024-11-15 15:11:33.763862,15.87,10930,USA
548367,STK802,Item STK802,36,2024-11-15 15:13:46.763862,24.86,10810,Canada
540474,STK871,Item STK871,11,2024-11-15 15:21:14.763862,62.83,11269,India
547856,STK657,Item STK657,45,2024-11-15 15:22:03.763862,89.02,10147,Germany
544300,STK393,Item STK393,39,2024-11-15 15:22:26.763862,39.51,10606,USA
547967,STK607,Item STK607,32,2024-11-15 15:27:13.763862,27.05,11599,Italy
546571,STK255,Item STK255,15,2024-11-15 15:32:00.763862,45.75,11286,USA
543256,STK231,Item STK231,1,2024-11-15 15:55:43.763862,8.51,10364,France
C539941,STK236,Item STK236,-7,2024-11-15 15:56:40.763862,76.15,11408,Italy
548852,STK541,Item STK541,43,2024-11-15 16:00:32.763862,65.33,10564,Canada
549134,STK456,Item STK456,45,2024-11-15 16:19:44.763862,38.09,11641,Germany
550109,STK619,Item STK619,38,2024-11-15 16:49:24.763862,56.28,11853,India
547168,STK163,Item STK163,16,2024-11-15 16:49:50.763862,90.12,11475,Spain
547425,STK788,Item STK788,16,2024-11-15 17:12:55.763862,28.73,11287,Germany
536733,STK760,Item STK760,41,2024-11-15 17:22:11.763862,95.26,11188,United Kingdom
545734,STK499,Item STK499,34,2024-11-15 17:29:10.763862,45.23,10361,France
538187,STK207,Item STK207,6,2024-11-15 17:52:08.763862,55.65,10543,Italy
540807,STK387,Item STK387,11,2024-11-15 17:53:08.763862,96.38,11978,France
550003,STK548,Item STK548,17,2024-11-15 17:55:15.763862,14.35,10354,Spain
C543958,STK336,Item STK336,-3,2024-11-15 18:00:05.763862,54.5,10316,United Kingdom
538368,STK871,Item STK871,13,2024-11-15 18:20:58.763862,56.35,11745,India
C548118,STK944,Item STK944,-3,2024-11-15 18:21:48.763862,0.52,10036,Canada
542906,STK844,Item STK844,21,2024-11-15 18:34:17.763862,27.86,11082,Canada
536726,STK447,Item STK447,31,2024-11-15 18:42:55.763862,56.5,10086,Canada
544859,STK436,Item STK436,35,2024-11-15 18:43:29.763862,76.0,11090,United Kingdom
550900,STK588,Item STK588,46,2024-11-15 19:06:27.763862,72.13,10710,Italy
544343,STK473,Item STK473,8,2024-11-15 19:07:59.763862,11.5,10510,United Kingdom
547867,STK790,Item STK790,19,2024-11-15 19:20:17.763862,17.25,10604,Canada
543839,STK418,Item STK418,17,2024-11-15 19:22:07.763862,11.1,11182,Germany
540151,STK368,Item STK368,26,2024-11-15 19:36:47.763862,97.64,10076,India
545719,STK406,Item STK406,44,2024-11-15 19:56:23.763862,40.49,10398,India
544105,STK687,Item STK687,12,2024-11-15 20:00:59.763862,29.62,11785,India
540224,STK619,Item STK619,29,2024-11-15 20:30:16.763862,63.43,11991,Italy
542691,STK859,Item STK859,20,2024-11-15 20:36:39.763862,94.87,10440,Italy
C550899,STK293,Item STK293,-7,2024-11-15 20:41:56.763862,36.2,10379,France
550461,STK953,Item STK953,18,2024-11-15 21:08:27.763862,30.99,10543,India
544373,STK765,Item STK765,28,2024-11-15 21:33:57.763862,66.19,10405,France
546929,STK384,Item STK384,25,2024-11-15 21:43:31.763862,75.86,10756,USA
537536,STK363,Item STK363,47,2024-11-15 21:49:00.763862,31.81,10877,Canada
540509,STK507,Item STK507,32,2024-11-15 21:55:35.763862,66.21,10470,Canada
540365,STK437,Item STK437,30,2024-11-15 21:59:05.763862,57.33,11308,United Kingdom
540095,STK643,Item STK643,32,2024-11-15 22:08:19.763862,76.63,11180,Germany
545235,STK919,Item STK919,33,2024-11-15 22:11:52.763862,25.36,10071,France
550446,STK432,Item STK432,21,2024-11-15 22:29:09.763862,75.01,11274,Germany
538065,STK802,Item STK802,3,2024-11-15 22:31:25.763862,6.23,11056,India
539226,STK940,Item STK940,35,2024-11-15 22:58:07.763862,42.13,11827,France
C538462,STK228,Item STK228,-5,2024-11-15 23:04:00.763862,89.52,10109,Canada
543466,STK857,Item STK857,9,2024-11-15 23:10:24.763862,86.67,11085,France
550930,STK895,Item STK895,45,2024-11-15 23:32:08.763862,49.53,11225,United Kingdom
539206,STK765,Item STK765,41,2024-11-15 23:35:12.763862,61.05,10873,Germany
542643,STK750,Item STK750,16,2024-11-15 23:51:55.763862,14.05,11518,France
544463,STK664,Item STK664,22,2024-11-16 00:05:10.763862,87.09,10806,United Kingdom
C547023,STK827,Item STK827,-14,2024-11-16 00:10:35.763862,85.34,11707,India
541391,STK533,Item STK533,41,2024-11-16 00:25:37.763862,65.12,11097,Canada
544886,STK425,Item STK425,24,2024-11-16 00:42:02.763862,85.84,10187,USA
538396,STK475,Item STK475,49,2024-11-16 00:59:06.763862,56.03,10678,India
548741,STK411,Item STK411,19,2024-11-16 01:03:44.763862,63.73,10787,Spain
541766,STK389,Item STK389,45,2024-11-16 01:09:35.763862,33.0,10503,France
541610,STK964,Item STK964,12,2024-11-16 01:14:11.763862,11.74,11968,Spain
544159,STK891,Item STK891,17,2024-11-16 01:14:18.763862,49.93,11913,Spain
C546685,STK179,Item STK179,-9,2024-11-16 01:24:42.763862,1.24,10587,United Kingdom
543977,STK580,Item STK580,34,2024-11-16 01:27:35.763862,4.63,10686,France
550019,STK296,Item STK296,2,2024-11-16 01:36:42.763862,60.94,11710,United Kingdom
549609,STK781,Item STK781,15,2024-11-16 01:47:33.763862,48.96,10498,Spain
538784,STK580,Item STK580,41,2024-11-16 01:48:59.763862,10.26,10436,India
540528,STK569,Item STK569,2,2024-11-16 02:01:16.763862,75.14,10019,Italy
549773,STK594,Item STK594,39,2024-11-16 02:29:23.763862,12.68,11850,Italy
536508,STK146,Item STK146,11,2024-11-16 02:43:14.763862,5.85,10506,USA
545126,STK288,Item STK288,5,2024-11-16 02:54:33.763862,25.01,10843,Canada
537976,STK242,Item STK242,5,2024-11-16 03:01:29.763862,70.71,11135,USA
547126,STK258,Item STK258,38,2024-11-16 03:15:46.763862,73.35,11012,United Kingdom
537632,STK713,Item STK713,32,2024-11-16 03:19:05.763862,71.89,11159,Italy
543614,STK635,Item STK635,21,2024-11-16 03:23:02.763862,62.5,11312,Canada
545061,STK851,Item STK851,36,2024-11-16 03:38:55.763862,40.74,10722,India
545286,STK684,Item STK684,49,2024-11-16 03:41:00.763862,68.05,10939,India
550386,STK612,Item STK612,14,2024-11-16 03:44:40.763862,13.03,11404,India
541202,STK766,Item STK766,27,2024-11-16 03:45:39.763862,86.59,10307,Spain
551320,STK930,Item STK930,49,2024-11-16 03:56:41.763862,36.06,10280,France
542598,STK469,Item STK469,37,2024-11-16 04:02:20.763862,64.7,11312,France
549948,STK688,Item STK688,30,2024-11-16 04:03:05.763862,81.91,10372,France
547523,STK162,Item STK162,18,2024-11-16 04:11:52.763862,86.28,10497,Germany
549947,STK871,Item STK871,31,2024-11-16 04:23:04.763862,27.76,11060,United Kingdom
541728,STK646,Item STK646,12,2024-11-16 04:37:11.763862,44.23,11156,Canada
C540096,STK732,Item STK732,-15,2024-11-16 04:40:06.763862,86.15,10481,India
550726,STK643,Item STK643,33,2024-11-16 04:53:50.763862,23.83,11992,France
541826,STK582,Item STK582,44,2024-11-16 04:57:29.763862,27.08,10119,Canada
545951,STK934,Item STK934,1,2024-11-16 05:35:31.763862,26.84,11130,United Kingdom
537587,STK570,Item STK570,27,2024-11-16 05:37:30.763862,78.64,10736,Italy
543764,STK713,Item STK713,19,2024-11-16 05:46:22.763862,16.89,10892,USA
551133,STK430,Item STK430,18,2024-11-16 05:56:00.763862,56.55,10972,France
539594,STK979,Item STK979,37,2024-11-16 06:00:52.763862,42.42,11659,USA
550025,STK269,Item STK269,12,2024-11-16 06:01:17.763862,34.4,11734,USA
545540,STK908,Item STK908,29,2024-11-16 06:22:38.763862,63.71,10983,Italy
550500,STK704,Item STK704,21,2024-11-16 06:25:00.763862,89.19,10739,United Kingdom
548331,STK737,Item STK737,47,2024-11-16 06:25:11.763862,54.33,10426,India
546122,STK775,Item STK775,18,2024-11-16 06:26:20.763862,85.87,11536,Italy
540612,STK198,Item STK198,29,2024-11-16 06:31:01.763862,96.73,10069,Germany
549304,STK649,Item STK649,12,2024-11-16 07:12:27.763862,32.6,11474,France
544353,STK754,Item STK754,34,2024-11-16 07:14:13.763862,63.86,11222,India
545047,STK749,Item STK749,6,2024-11-16 07:15:59.763862,36.4,11880,Canada
545824,STK630,Item STK630,4,2024-11-16 07:26:36.763862,37.01,11879,Spain
542917,STK856,Item STK856,36,2024-11-16 07:30:32.763862,17.58,11295,India
545353,STK301,Item STK301,44,2024-11-16 07:37:32.763862,73.72,11265,USA
540053,STK275,Item STK275,44,2024-11-16 08:02:28.763862,57.98,11678,USA
539888,STK126,Item STK126,23,2024-11-16 08:18:25.763862,53.12,10602,Canada
C538253,STK201,Item STK201,-24,2024-11-16 08:19:29.763862,61.01,11516,United Kingdom
546000,STK433,Item STK433,49,2024-11-16 08:21:46.763862,82.81,11802,Canada
538931,STK550,Item STK550,7,2024-11-16 08:25:25.763862,1.91,11560,USA
548480,STK898,Item STK898,9,2024-11-16 08:28:41.763862,25.67,10882,USA
537419,STK695,Item STK695,6,2024-11-16 08:29:06.763862,37.36,11785,Italy
C549166,STK103,Item STK103,-21,2024-11-16 08:39:07.763862,90.94,10256,USA
537448,STK653,Item STK653,31,2024-11-16 08:42:44.763862,50.93,10885,France
547432,STK907,Item STK907,27,2024-11-16 09:21:21.763862,97.47,11034,Germany
540045,STK892,Item STK892,22,2024-11-16 09:37:18.763862,67.7,11051,USA
550150,STK875,Item STK875,36,2024-11-16 09:51:27.763862,42.89,10998,USA
545573,STK583,Item STK583,10,2024-11-16 10:01:01.763862,13.2,11559,Canada
546749,STK132,Item STK132,20,2024-11-16 10:08:45.763862,21.37,11295,Spain
543802,STK996,Item STK996,42,2024-11-16 10:32:26.763862,69.84,11946,United Kingdom
C538065,STK823,Item STK823,-2,2024-11-16 11:08:26.763862,43.93,10080,India
541702,STK493,Item STK493,40,2024-11-16 11:10:06.763862,36.43,11813,USA
550945,STK307,Item STK307,41,2024-11-16 11:30:00.763862,35.53,11596,Spain
549970,STK900,Item STK900,3,2024-11-16 11:31:09.763862,12.59,11491,Canada
538354,STK596,Item STK596,1,2024-11-16 11:36:02.763862,82.12,10693,Germany
C548106,STK400,Item STK400,-40,2024-11-16 11:49:05.763862,24.6,11964,India
551105,STK437,Item STK437,45,2024-11-16 12:01:55.763862,39.69,11601,Spain
545191,STK764,Item STK764,44,2024-11-16 12:08:50.763862,49.05,11012,Italy
549867,STK268,Item STK268,4,2024-11-16 12:10:31.763862,34.92,10225,India
544331,STK631,Item STK631,23,2024-11-16 12:15:00.763862,77.7,10357,India
C537532,STK986,Item STK986,-17,2024-11-16 12:24:15.763862,68.24,10151,United Kingdom
536407,STK669,Item STK669,45,2024-11-16 12:24:30.763862,58.95,11826,Canada
C547065,STK306,Item STK306,-1,2024-11-16 12:33:00.763862,95.52,11142,France
536634,STK651,Item STK651,27,2024-11-16 12:54:20.763862,92.36,11421,India
537371,STK924,Item STK924,6,2024-11-16 13:11:58.763862,6.88,10157,India
544388,STK554,Item STK554,8,2024-11-16 13:17:43.763862,11.83,10919,Italy
548471,STK658,Item STK658,47,2024-11-16 13:30:27.763862,66.37,10612,India
C551117,STK828,Item STK828,-4,2024-11-16 13:31:45.763862,53.32,11727,Canada
C541558,STK245,Item STK245,-4,2024-11-16 13:39:20.763862,5.09,10331,France
C547117,STK992,Item STK992,-1,2024-11-16 13:40:23.763862,98.8,11725,India
539006,STK486,Item STK486,29,2024-11-16 14:10:58.763862,66.67,11460,France
545479,STK228,Item STK228,8,2024-11-16 14:21:01.763862,0.82,11564,Canada
550529,STK237,Item STK237,10,2024-11-16 14:29:01.763862,92.23,11232,Germany
549718,STK697,Item STK697,18,2024-11-16 14:33:22.763862,27.43,10753,Germany
